"country","iso2c","iso3c","year","status","lastupdated","NE.TRD.GNFS.ZS","NY.GDP.MKTP.KD.ZG","BX.KLT.DINV.WD.GD.ZS","NE.EXP.GNFS.ZS","NE.IMP.GNFS.ZS","region","capital","longitude","latitude","income","lending"
"Cote d'Ivoire","CI","CIV",1985,"","2025-10-07",79.1725137120598,4.50122318068745,0.417905703334341,46.7749129816887,32.3976007303711,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1996,"","2025-10-07",52.8042944211567,7.72932741916973,1.48963672945104,28.0548089119745,24.7494855091821,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1972,"","2025-10-07",62.5187716532962,4.23662501175109,1.01113852269872,33.5121208130561,29.0066508402401,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1962,"","2025-10-07",60.1395535033303,1.22699449007209,NA,34.3926245454881,25.7469289578423,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2002,"","2025-10-07",55.9019482275388,-2.73052647441901,1.17744492416162,31.361161437556,24.5407867899829,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1975,"","2025-10-07",73.3133667857572,8.25288636734977,1.77357093155266,36.7285825507322,36.5847842350249,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2004,"","2025-10-07",58.1182963035946,3.18503822575397,1.20362782194335,30.1412888678631,27.9770074357315,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1973,"","2025-10-07",68.9858705622116,5.93919753616822,2.03315118695001,35.7538908205438,33.2319797416678,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2006,"","2025-10-07",63.690377061452,2.81557859252327,1.38823180058485,32.8409302334209,30.8494468280311,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2007,"","2025-10-07",61.4309423484426,1.10142976793477,1.54311664780089,30.4909527241434,30.9399896242992,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1970,"","2025-10-07",64.876956695978,10.3750318437426,2.10926573621347,35.7693255143477,29.1076311816303,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2009,"","2025-10-07",66.6729037469185,3.60332156667053,1.17339078576713,35.4127413048103,31.2601624421082,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1971,"","2025-10-07",60.6373191728679,9.45663766175453,0.99108120371278,32.2099926994546,28.4273264734133,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1997,"","2025-10-07",54.0062903380367,9.6488400474633,2.30201825162195,28.1619510423631,25.8443392956736,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2011,"","2025-10-07",64.7159030611345,-5.37044724000579,0.822954277239134,35.2813763519634,29.4345267091711,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1994,"","2025-10-07",69.8366580166987,0.811206679935481,1.41381796970228,40.5274018640381,29.3092561526606,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2012,"","2025-10-07",70.3010893191249,7.62041176451649,0.909737108884904,34.9824903983423,35.3185989207826,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1974,"","2025-10-07",84.0730713090158,4.3273808575466,1.06183657084728,45.6968875668011,38.3761837422146,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2014,"","2025-10-07",53.6804175610344,9.37199994240375,0.899528920528967,28.1569587645537,25.5234587964808,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1976,"","2025-10-07",77.9892238596904,12.9163974375478,0.960520870896233,41.7414702582362,36.2477536014541,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2005,"","2025-10-07",62.8209360402806,0.996065564854788,1.45218108383072,31.8789802252367,30.9419558150439,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1978,"","2025-10-07",73.95669727745,10.9094536523705,1.05448671207785,36.5212030703704,37.4354942070797,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1979,"","2025-10-07",72.2659282420616,2.39440746193296,0.817571255260919,34.6033223630751,37.6626058789865,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1990,"","2025-10-07",58.8014956103209,-1.09590841238308,0.4486393140459,31.6898746701998,27.1116209401211,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1960,"","2025-10-07",57.1440675728154,NA,NA,34.2395470688431,22.9045205039723,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1961,"","2025-10-07",63.3960559195014,9.93255515611813,NA,35.2925193938904,28.1035365256109,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2010,"","2025-10-07",67.472940081257,6.84804939907013,1.02606239201511,33.4995745908321,33.9733654904249,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2024,"","2025-10-07",54.666927984095,5.95000000002031,4.39356083341869,27.5981087233431,27.0688192607519,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2023,"","2025-10-07",52.0034548731483,6.45045796902575,3.12132351810552,24.2511906286167,27.7522642445316,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1977,"","2025-10-07",78.956604026406,7.31445915354267,0.233836241796035,42.6260418396138,36.3305621867922,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2013,"","2025-10-07",58.3526792527234,10.7602131311256,0.953203642314205,29.1604026575655,29.1922765951579,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1989,"","2025-10-07",61.0885440449655,2.94800494335441,0.189496994370163,32.0333356381271,29.0552084068384,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1988,"","2025-10-07",58.3782715178313,1.13648396562287,0.504135972188017,30.4881284935977,27.8901430242336,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1991,"","2025-10-07",56.9978213142969,0.0409251717252914,0.176551469990932,30.0117263444518,26.9860949698451,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2017,"","2025-10-07",48.6625074729482,7.41076242592504,1.85673486381973,25.4987866021143,23.1637208708339,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1984,"","2025-10-07",77.103198191928,-2.70126143487833,0.317760102739294,45.3119276970722,31.7912704948558,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2019,"","2025-10-07",44.6604105830795,6.72137167584978,1.40583048179048,22.6604887650452,21.9999218180343,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2015,"","2025-10-07",52.7128647411445,7.19494942728191,1.07914154751206,27.3532437923476,25.3596209487969,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1992,"","2025-10-07",60.0250653360901,-0.244560610691636,0.6191519578407,31.9094869275422,28.1155784085479,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1981,"","2025-10-07",77.459198875202,3.50049890850418,0.388374155789923,35.1750034906259,42.2841953845761,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1995,"","2025-10-07",76.202343905242,7.12574472834217,1.9250729478447,41.7592996636706,34.4430442415714,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1983,"","2025-10-07",72.6801769689194,-3.90024044138104,0.548829861263986,36.9598599143,35.7203170546194,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2016,"","2025-10-07",47.5655783613535,7.17275963956332,1.19375800859004,24.9418624533151,22.6237159080384,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2018,"","2025-10-07",46.0375087102874,4.84314605889178,1.05998699614336,22.6941999168587,23.3433087934287,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1982,"","2025-10-07",75.750021666503,0.200822346671046,0.627320001619386,36.4232286853153,39.3267929811877,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1980,"","2025-10-07",76.1802896945707,-10.9576972637217,0.930262943601397,35.0016293313943,41.1786603631763,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",1993,"","2025-10-07",55.3485218490843,-0.192485098607804,1.58570823040921,29.4424528741736,25.9060689749106,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2022,"","2025-10-07",52.8663910413483,6.39988362720531,2.25472653239831,24.2673603262295,28.5990307151189,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2020,"","2025-10-07",41.9426318190526,0.699728593494228,1.13111245703154,20.9934684842997,20.9491633347529,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2021,"","2025-10-07",45.1140327762435,7.06332910205232,1.91282655903446,22.2962678369402,22.8177649393033,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Croatia","HR","HRV",2022,"","2025-10-07",125.213857590974,7.28793643206565,5.51610421858619,59.4969715136887,65.7168860772854,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2020,"","2025-10-07",89.5334538008947,-8.31164257884687,2.53910439982717,41.2770315838174,48.2564222170774,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2006,"","2025-10-07",83.5058793177563,5.0814659040727,6.74853509660753,37.540364852706,45.9655144650503,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2024,"","2025-10-07",102.716218689318,3.81494521667429,5.04216663315136,49.7993080704898,52.9169106188281,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2005,"","2025-10-07",81.4923355714118,4.32707652205913,4.03155518239355,36.4026517230106,45.0896838484012,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1961,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2021,"","2025-10-07",102.308430815836,12.6317003277712,7.42706757670832,49.7797053734111,52.5287254424248,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1987,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2019,"","2025-10-07",101.382013330328,3.10043911443758,6.47277176941678,50.4892350523665,50.8927782779613,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2023,"","2025-10-07",107.700919430599,3.30254488086325,3.95990588027564,52.9341592859634,54.7667601446359,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1962,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2007,"","2025-10-07",83.2514767234118,5.04888620876034,7.83464331886918,37.4609320830429,45.7905446403689,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2018,"","2025-10-07",99.06781797397,2.90468149344008,2.66911435553493,49.1092106291889,49.9586073447811,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1986,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2010,"","2025-10-07",72.6386568634317,-1.33408152400571,2.61954028140031,35.4994545153643,37.1392023480675,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1984,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1981,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2003,"","2025-10-07",81.4432514353208,5.56837267108266,5.23880665324196,35.5463061278995,45.8969453074213,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1977,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1978,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1985,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1980,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2008,"","2025-10-07",82.0719814536512,1.96859009281911,7.66605422421404,35.9718745586299,46.1001068950213,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1982,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1979,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2011,"","2025-10-07",77.7657386922551,-0.0977514527446601,1.9855409036994,38.0429216191801,39.722817073075,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2012,"","2025-10-07",79.0022669647168,-2.25374558078583,2.54569948440014,38.7012180240299,40.3010489406869,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1988,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1983,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2004,"","2025-10-07",81.6444126603338,4.17048487309191,3.14124376125562,36.5616861872098,45.082726473124,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2017,"","2025-10-07",97.2213314044204,3.28095812140658,3.23999605818925,48.9133105322268,48.3080208721937,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1960,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1990,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1991,"","2025-10-07",NA,-21.0886706590035,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1963,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1993,"","2025-10-07",NA,-8.02558188400313,1.28055940790311,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2009,"","2025-10-07",69.6952439244403,-6.81395617789426,4.92541459314337,32.0980940206514,37.5971499037889,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1970,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1996,"","2025-10-07",67.0542505897715,6.10898092547333,2.03937155501268,30.307266530954,36.7469840588175,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1997,"","2025-10-07",74.8841744957651,6.16799075879069,2.46740820769145,31.0443918136812,43.8397826820839,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2013,"","2025-10-07",80.9105173733355,-0.125449826211494,1.59377624608893,39.4653163386115,41.445201034724,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2014,"","2025-10-07",85.2091769480039,-0.5571501973061,5.34746591045471,42.4134929086938,42.7956840393101,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2015,"","2025-10-07",90.6409410989512,2.32317515803855,0.958051161748668,45.4254911892461,45.2154499097051,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1989,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1976,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1994,"","2025-10-07",NA,5.87047464864034,0.759752677889016,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1995,"","2025-10-07",62.8042653485871,6.7584770177054,0.474491777505383,27.3067083692476,35.4975569793395,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1992,"","2025-10-07",NA,-11.7132905102592,0.122397069887752,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1971,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1972,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1973,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1966,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2002,"","2025-10-07",81.1609977960211,5.80332851682508,3.66542521482355,35.8915467723184,45.2694510237026,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2001,"","2025-10-07",79.4405856034588,3.11123487893718,4.4945739209067,37.1339109160715,42.3066746873873,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1964,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1974,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1998,"","2025-10-07",64.98432965861,2.25167785280971,3.87820919583407,29.1364523767019,35.8478772819081,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1975,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1967,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1965,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1969,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2016,"","2025-10-07",92.1307890861689,3.46112947356767,2.99014228580784,46.6165483632852,45.5142407228836,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1968,"","2025-10-07",NA,NA,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",1999,"","2025-10-07",66.2637743741722,-0.848694321804956,6.11826637175643,30.1371346960074,36.1266396781648,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2000,"","2025-10-07",74.6016854703406,2.94525299539681,4.58593627511279,35.0895248860295,39.5121605843111,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Cuba","CU","CUB",1995,"","2025-10-07",29.3084176228486,2.45720117243687,NA,13.4015118655048,15.9069057573438,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1992,"","2025-10-07",35.1468673383887,-11.5806030812698,NA,16.9182669666124,18.2286003717764,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1979,"","2025-10-07",76.7051470738209,1.08818330173155,NA,32.5619105452136,44.1432365286073,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1960,"","2025-10-07",NA,NA,NA,NA,NA,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1993,"","2025-10-07",28.9158301790178,-14.8781806947595,NA,13.1942099528868,15.721620226131,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1980,"","2025-10-07",77.0337920495621,-4.84944295088555,NA,32.75243679926,44.2813552503021,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1991,"","2025-10-07",50.9961165399692,-10.6926971084884,NA,21.931179713084,29.0649368268852,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",2016,"","2025-10-07",27.269113252912,0.512843095700745,NA,14.9825313469337,12.2865819059784,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1961,"","2025-10-07",NA,NA,NA,NA,NA,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1990,"","2025-10-07",71.1144932237197,-2.94856494503389,NA,30.2390452142262,40.8754480094934,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1978,"","2025-10-07",76.7633305265542,6.59599856337493,NA,32.6131733163297,44.1501572102245,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1967,"","2025-10-07",NA,NA,NA,NA,NA,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",2017,"","2025-10-07",26.2224363809981,1.80979177212284,NA,14.5512704817734,11.6711658992247,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",2018,"","2025-10-07",27.0835484496642,2.24794854086232,NA,14.5227333911607,12.5608150585035,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1994,"","2025-10-07",27.775896647282,0.716930310416799,NA,13.2397137421534,14.5361829051286,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1999,"","2025-10-07",31.8689322462587,6.18875530352257,NA,14.5374790771003,17.3314531691585,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1968,"","2025-10-07",NA,NA,NA,NA,NA,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1996,"","2025-10-07",32.6253336147218,7.83874965899149,NA,15.3133610730212,17.3119725417006,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1962,"","2025-10-07",NA,NA,NA,NA,NA,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1988,"","2025-10-07",75.1367128239783,3.70553990905537,NA,32.0271423526454,43.109570471333,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1989,"","2025-10-07",75.9286318811764,0.680083233154079,NA,31.163968592742,44.7646632884344,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",2003,"","2025-10-07",26.5871335777077,3.79274022304334,NA,12.9519347542701,13.6351988234377,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1965,"","2025-10-07",NA,NA,NA,NA,NA,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",1966,"","2025-10-07",NA,NA,NA,NA,NA,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
"Cuba","CU","CUB",2019,"","2025-10-07",22.8208911354416,-0.163087223606624,NA,12.2133743797594,10.6075167556822,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified"
